DATE,PNRGINDEXM
2018-08-01,163.922085698098
2018-09-01,174.087746632155
2018-10-01,173.770685406088
2018-11-01,149.33635581887
2018-12-01,133.348545757691
2019-01-01,133.302097566109
2019-02-01,136.04881689201
2019-03-01,138.256366500544
2019-04-01,143.768294236488
2019-05-01,139.410557011613
2019-06-01,123.532319189959
2019-07-01,126.889776998097
2019-08-01,118.180127958155
2019-09-01,123.742530682286
2019-10-01,120.505405051352
2019-11-01,129.104170540792
2019-12-01,132.368240951673
2020-01-01,127.414324508157
2020-02-01,110.312331516558
2020-03-01,73.6845325285698
2020-04-01,52.7713064179163
2020-05-01,66.9152493434533
2020-06-01,82.4151547043064
2020-07-01,86.9007454697841
2020-08-01,93.3839170125343
2020-09-01,90.5250421696545
2020-10-01,93.3353269959688
2020-11-01,100.185359288697
2020-12-01,118.820421201252
2021-01-01,138.811125462822
2021-02-01,143.435941784902
2021-03-01,142.660979688708
2021-04-01,143.341765120802
2021-05-01,155.267281852591
2021-06-01,171.657610712305
2021-07-01,183.050593657259
2021-08-01,184.8914258742
2021-09-01,213.711308788968
